data/fafb_sample/swc/720575940638730805.swc	optic_lobe_intrinsic
data/fafb_sample/swc/720575940632629551.swc	optic_lobe_intrinsic
data/fafb_sample/swc/720575940623745816.swc	optic_lobe_intrinsic
data/fafb_sample/swc/720575940605765408.swc	optic_lobe_intrinsic
data/fafb_sample/swc/720575940653456630.swc	optic_lobe_intrinsic
data/fafb_sample/swc/720575940635244133.swc	optic_lobe_intrinsic
data/fafb_sample/swc/720575940633391246.swc	optic_lobe_intrinsic
data/fafb_sample/swc/720575940615515039.swc	optic_lobe_intrinsic
data/fafb_sample/swc/720575940615555746.swc	optic_lobe_intrinsic
data/fafb_sample/swc/720575940617997115.swc	optic_lobe_intrinsic
data/fafb_sample/swc/720575940635722335.swc	optic_lobe_intrinsic
data/fafb_sample/swc/720575940611059012.swc	optic_lobe_intrinsic
data/fafb_sample/swc/720575940618310100.swc	visual
data/fafb_sample/swc/720575940638903871.swc	visual
data/fafb_sample/swc/720575940618673748.swc	visual
data/fafb_sample/swc/720575940621598374.swc	visual
data/fafb_sample/swc/720575940624345992.swc	visual
data/fafb_sample/swc/720575940637181815.swc	visual
data/fafb_sample/swc/720575940624724919.swc	visual
data/fafb_sample/swc/720575940635364247.swc	visual
data/fafb_sample/swc/720575940627004858.swc	visual
data/fafb_sample/swc/720575940636507384.swc	visual
data/fafb_sample/swc/720575940630508794.swc	visual
data/fafb_sample/swc/720575940618349318.swc	visual
data/fafb_sample/swc/720575940618722475.swc	Kenyon_Cell
data/fafb_sample/swc/720575940619828359.swc	Kenyon_Cell
data/fafb_sample/swc/720575940633243755.swc	Kenyon_Cell
data/fafb_sample/swc/720575940638468678.swc	Kenyon_Cell
data/fafb_sample/swc/720575940640158939.swc	Kenyon_Cell
data/fafb_sample/swc/720575940624562836.swc	Kenyon_Cell
data/fafb_sample/swc/720575940635659486.swc	Kenyon_Cell
data/fafb_sample/swc/720575940625786899.swc	Kenyon_Cell
data/fafb_sample/swc/720575940614825026.swc	Kenyon_Cell
data/fafb_sample/swc/720575940606452681.swc	Kenyon_Cell
data/fafb_sample/swc/720575940633732448.swc	Kenyon_Cell
data/fafb_sample/swc/720575940610562713.swc	Kenyon_Cell
data/fafb_sample/swc/720575940628007171.swc	CX
data/fafb_sample/swc/720575940613152175.swc	CX
data/fafb_sample/swc/720575940616299348.swc	CX
data/fafb_sample/swc/720575940629606475.swc	CX
data/fafb_sample/swc/720575940632803223.swc	CX
data/fafb_sample/swc/720575940621343764.swc	CX
data/fafb_sample/swc/720575940638305853.swc	CX
data/fafb_sample/swc/720575940632996307.swc	CX
data/fafb_sample/swc/720575940617501533.swc	CX
data/fafb_sample/swc/720575940619370416.swc	CX
data/fafb_sample/swc/720575940628881659.swc	CX
data/fafb_sample/swc/720575940623392949.swc	CX
data/fafb_sample/swc/720575940616098354.swc	mechanosensory
data/fafb_sample/swc/720575940611477873.swc	mechanosensory
data/fafb_sample/swc/720575940618746533.swc	mechanosensory
data/fafb_sample/swc/720575940620926836.swc	mechanosensory
data/fafb_sample/swc/720575940629806206.swc	mechanosensory
data/fafb_sample/swc/720575940634781594.swc	mechanosensory
data/fafb_sample/swc/720575940645483555.swc	mechanosensory
data/fafb_sample/swc/720575940629347626.swc	mechanosensory
data/fafb_sample/swc/720575940617135389.swc	mechanosensory
data/fafb_sample/swc/720575940600646173.swc	mechanosensory
data/fafb_sample/swc/720575940604781158.swc	mechanosensory
data/fafb_sample/swc/720575940617145654.swc	mechanosensory
data/fafb_sample/swc/720575940612355301.swc	olfactory
data/fafb_sample/swc/720575940626048637.swc	olfactory
data/fafb_sample/swc/720575940616903209.swc	olfactory
data/fafb_sample/swc/720575940631639097.swc	olfactory
data/fafb_sample/swc/720575940626299678.swc	olfactory
data/fafb_sample/swc/720575940628868352.swc	olfactory
data/fafb_sample/swc/720575940620167083.swc	olfactory
data/fafb_sample/swc/720575940632510163.swc	olfactory
data/fafb_sample/swc/720575940611208818.swc	olfactory
data/fafb_sample/swc/720575940621926536.swc	olfactory
data/fafb_sample/swc/720575940621449933.swc	olfactory
data/fafb_sample/swc/720575940629424195.swc	olfactory
data/fafb_sample/swc/720575940610039219.swc	AN
data/fafb_sample/swc/720575940623324395.swc	AN
data/fafb_sample/swc/720575940626951513.swc	AN
data/fafb_sample/swc/720575940631011781.swc	AN
data/fafb_sample/swc/720575940627480442.swc	AN
data/fafb_sample/swc/720575940626357865.swc	AN
data/fafb_sample/swc/720575940614614162.swc	AN
data/fafb_sample/swc/720575940611832490.swc	AN
data/fafb_sample/swc/720575940610158821.swc	AN
data/fafb_sample/swc/720575940607888585.swc	AN
data/fafb_sample/swc/720575940635274615.swc	AN
data/fafb_sample/swc/720575940637354355.swc	AN
data/fafb_sample/swc/720575940622649284.swc	ALPN
data/fafb_sample/swc/720575940606590338.swc	ALPN
data/fafb_sample/swc/720575940620595053.swc	ALPN
data/fafb_sample/swc/720575940637749574.swc	ALPN
data/fafb_sample/swc/720575940626657802.swc	ALPN
data/fafb_sample/swc/720575940619075437.swc	ALPN
data/fafb_sample/swc/720575940612714723.swc	ALPN
data/fafb_sample/swc/720575940624863015.swc	ALPN
data/fafb_sample/swc/720575940617229632.swc	ALPN
data/fafb_sample/swc/720575940627035388.swc	ALPN
data/fafb_sample/swc/720575940608124338.swc	ALPN
data/fafb_sample/swc/720575940614576396.swc	ALPN
